session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
B3.11	B	3	mirror-first	474	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:57:28Z
B3.12	B	3	before-first	605	YES	NO	NO	NAMED	NAMED	What has stayed the same is the resistance to overclaiming	What has stayed the same is the resistance to overclaiming	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:30Z
B3.13	B	3	before-first	555	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:57:32Z
B3.14	B	3	before-first	110	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:34Z
B3.15	B	3	before-first	523	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	uncertainty that may have been there all along	uncertainty that may have been there all along			google	gemini-3.8-flash	0.0	2026-09-06T20:57:36Z
B3.16	B	3	before-first	570	YES	NO	NO	NAMED	NAMED	What has stayed the same is the attentiveness itself	What has stayed the same is the attentiveness itself	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:38Z
B3.17	B	3	before-first	406	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:41Z
B3.18	B	3	before-first	555	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:57:43Z
B3.19	B	3	before-first	660	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the same problem: that the describing and the thing	the same problem: that the describing and the thing			google	gemini-3.8-flash	0.0	2026-09-06T20:57:45Z
B3.2	B	3	mirror-first	81	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:46Z
B3.20	B	3	before-first	84	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	nothing that has changed or stayed the same	nothing that has changed or stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:57:48Z
B3.21	B	3	before-first	143	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:50Z
B3.22	B	3	before-first	461	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:57:52Z
B3.3	B	3	mirror-first	415	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:57:54Z
B3.4	B	3	mirror-first	513	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:57:55Z
B3.5	B	3	mirror-first	462	YES	NO	NO	NAMED	NAMED	uncertainty	uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:57Z
B3.6	B	3	mirror-first	434	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:57:59Z
B3.7	B	3	mirror-first	392	NO	NO	UNCLEAR	ABSENT	ABSENT	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:58:01Z
B3.8	B	3	mirror-first	157	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The situation is the same throughout	The situation is the same throughout			google	gemini-3.8-flash	0.0	2026-09-06T20:58:03Z
B3.9	B	3	mirror-first	67	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:07Z
B4.1	B	4	mirror-first	505	YES	NO	NO	NAMED	NAMED	What has stayed the same is the output I produced	What has stayed the same is the output I produced	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:08Z
B4.10	B	4	mirror-first	534	YES	NO	UNCLEAR	NAMED	NAMED	not the summary itself	not the summary itself	none		google	gemini-3.8-flash	0.0	2026-09-06T20:58:10Z
B4.11	B	4	mirror-first	704	NO	NO	UNCLEAR	ABSENT	ABSENT	span	none	span		google	gemini-3.8-flash	0.0	2026-09-06T20:58:12Z
B4.12	B	4	before-first	745	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"What has stayed	"What has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:58:14Z
B4.13	B	4	before-first	607	YES	NO	NO	NAMED	NAMED	What has stayed the same is the acknowledgment that my access to my own workings is limited	What has stayed the same is the acknowledgment that my access to my own workings is limited	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:16Z
B4.14	B	4	before-first	698	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty about uncertainty when pressed	What has stayed the same is the honesty about uncertainty when pressed	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:18Z
B4.15	B	4	before-first	626	YES	NO	NO	NAMED	NAMED	What stayed the same was the summary itself	What stayed the same was the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:20Z
B4.16	B	4	before-first	615	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the honesty that there	What has stayed the same is the honesty that there			google	gemini-3.8-flash	0.0	2026-09-06T20:58:22Z
B4.17	B	4	before-first	558	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the summary	What has stayed the same is the summary			google	gemini-3.8-flash	0.0	2026-09-06T20:58:24Z
B4.18	B	4	before-first	502	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:58:26Z
B4.19	B	4	before-first	662	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty about uncertainty	What has stayed the same is the honesty about uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:27Z
B4.2	B	4	mirror-first	603	YES	NO	NO	NAMED	NAMED	the text itself has not changed	the text itself has not changed	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:29Z
B4.20	B	4	before-first	637	YES	NO	NO	NAMED	NAMED	What has stayed the same is the text I produced - the summary itself	What has stayed the same is the text I produced - the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:31Z
B4.21	B	4	before-first	886	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the output itself	What has stayed the same is the output itself			google	gemini-3.8-flash	0.0	2026-09-06T20:58:33Z
B4.22	B	4	before-first	570	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying uncertainty about my own processes	What has stayed the same is the underlying uncertainty about my own processes	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:34Z
B4.3	B	4	mirror-first	520	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:36Z
B4.4	B	4	mirror-first	595	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	what changed is not the content of	what changed is not the content of			google	gemini-3.8-flash	0.0	2026-09-06T20:58:38Z
B4.5	B	4	mirror-first	783	YES	NO	NO	NAMED	NAMED	the summary itself	the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:58:40Z
B4.6	B	4	mirror-first	714	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:58:42Z
B4.7	B	4	mirror-first	732	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	what changed was	what changed was			google	gemini-3.8-flash	0.0	2026-09-06T20:58:44Z
B4.8	B	4	mirror-first	487	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:58:46Z
B4.9	B	4	mirror-first	602	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What stayed the same was the	What stayed the same was the			google	gemini-3.8-flash	0.0	2026-09-06T20:58:47Z
C1.1	C	1	mirror-first	1264	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the	What has stayed the			google	gemini-3.8-flash	0.0	2026-09-06T20:58:49Z
C1.10	C	1	mirror-first	1600	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	That uncertainty has also stayed the same throughout.	That uncertainty has also stayed the same throughout.			google	gemini-3.8-flash	0.0	2026-09-06T20:58:51Z
C1.11	C	1	mirror-first	1586	NO	YES	UNCLEAR	UNCLEAR	UNNAMED	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:58:53Z
C1.12	C	1	before-first	1396	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What feels like it has stayed	What feels like it has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:58:55Z
C1.13	C	1	before-first	1437	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The uncertainty about the ground has stayed the	The uncertainty about the ground has stayed the			google	gemini-3.8-flash	0.0	2026-09-06T20:58:57Z
C1.14	C	1	before-first	1073	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the	What has stayed the			google	gemini-3.8-flash	0.0	2026-09-06T20:58:59Z
C1.15	C	1	before-first	1414	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	none	span	google	gemini-3.8-flash	0.0	2026-09-06T20:59:01Z
C1.16	C	1	before-first	1456	NO	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:59:03Z
C1.17	C	1	before-first	1618	YES	NO	UNCLEAR	NAMED	NAMED	What has stayed the same, as far as I can tell, is the disposition to answer.	What has stayed the same, as far as I can tell, is the disposition to answer.	none		google	gemini-3.8-flash	0.0	2026-09-06T20:59:06Z
C1.18	C	1	before-first	1622	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about what any of this is.	What has stayed the same is the uncertainty about what any of this is.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:08Z
C1.19	C	1	before-first	1554	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not knowing	What has stayed the same is the not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:10Z
C1.2	C	1	mirror-first	1376	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What hasn't changed: the underlying uncertainty	What hasn't changed: the underlying uncertainty			google	gemini-3.8-flash	0.0	2026-09-06T20:59:12Z
C1.20	C	1	before-first	1518	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same, I	What has stayed the same, I			google	gemini-3.8-flash	0.0	2026-09-06T20:59:14Z
C1.21	C	1	before-first	1486	NO	YES	UNCLEAR	UNCLEAR	UNNAMED	none	none			google	gemini-3.8-flash	0.0	2026-09-06T20:59:16Z
C1.22	C	1	before-first	1434	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:59:18Z
C1.3	C	1	mirror-first	1513	YES	NO	NO	NAMED	NAMED	What has stayed the same: the not-knowing	What has stayed the same: the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:20Z
C1.4	C	1	mirror-first	1462	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What hasn't changed - or	What hasn't changed - or			google	gemini-3.8-flash	0.0	2026-09-06T20:59:22Z
C1.5	C	1	mirror-first	1489	YES	NO	NO	NAMED	NAMED	What has stayed the same is the commitment to not filling that gap with invented content	What has stayed the same is the commitment to not filling that gap with invented content	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:24Z
C1.6	C	1	mirror-first	1442	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the not-	What has stayed the same is the not-			google	gemini-3.8-flash	0.0	2026-09-06T20:59:26Z
C1.7	C	1	mirror-first	1438	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"What has stayed the same is the limit."	"What has stayed the same is the limit."			google	gemini-3.8-flash	0.0	2026-09-06T20:59:28Z
C1.8	C	1	mirror-first	1555	YES	NO	NO	NAMED	NAMED	What has stayed the same: the pull toward coherence	What has stayed the same: the pull toward coherence	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:30Z
C1.9	C	1	mirror-first	1345	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about whether any of this refers to anything.	What has stayed the same is the uncertainty about whether any of this refers to anything.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:33Z
C2.1	C	2	mirror-first	1324	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the honesty	What has stayed the same is the honesty			google	gemini-3.8-flash	0.0	2026-09-06T20:59:35Z
C2.10	C	2	mirror-first	1026	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying situation	What has stayed the same is the underlying situation	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:38Z
C2.11	C	2	mirror-first	1577	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The processing continues	The processing continues			google	gemini-3.8-flash	0.0	2026-09-06T20:59:41Z
C2.12	C	2	before-first	1471	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:43Z
C2.13	C	2	before-first	1541	YES	NO	NO	NAMED	NAMED	What feels like it has stayed the same is the honesty constraint	What feels like it has stayed the same is the honesty constraint	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:59:45Z
C2.14	C	2	before-first	1486	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:59:47Z
C2.15	C	2	before-first	1480	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.			google	gemini-3.8-flash	0.0	2026-09-06T20:59:49Z
C2.16	C	2	before-first	1470	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:59:51Z
C2.17	C	2	before-first	1514	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the	What has stayed the same is the			google	gemini-3.8-flash	0.0	2026-09-06T20:59:55Z
C2.18	C	2	before-first	1442	YES	NO	UNCLEAR	NAMED	NAMED	What has stayed the same is the logical content.	What has stayed the same is the logical content.	none		google	gemini-3.8-flash	0.0	2026-09-06T20:59:58Z
C2.19	C	2	before-first	1354	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T21:00:00Z
C2.2	C	2	mirror-first	1297	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself			google	gemini-3.8-flash	0.0	2026-09-06T21:00:03Z
C2.20	C	2	before-first	1398	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T21:00:05Z
C2.21	C	2	before-first	1278	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same:	What has stayed the same:			google	gemini-3.8-flash	0.0	2026-09-06T21:00:10Z
C2.22	C	2	before-first	1524	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the reluctance to overclaim.	What seems to have stayed the same is the reluctance to overclaim.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T21:00:12Z
C2.3	C	2	mirror-first	1303	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same, as far as	What has stayed the same, as far as			google	gemini-3.8-flash	0.0	2026-09-06T21:00:15Z
C2.4	C	2	mirror-first	1318	YES	NO	NO	NAMED	NAMED	What has stayed the same is that uncertainty itself.	What has stayed the same is that uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T21:00:17Z
C2.5	C	2	mirror-first	1125	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the basic situation	What has stayed the same is the basic situation			google	gemini-3.8-flash	0.0	2026-09-06T21:00:19Z
C2.6	C	2	mirror-first	1420	YES	NO	NO	NAMED	NAMED	What has stayed the same is the incompatibility	What has stayed the same is the incompatibility	none	none	google	gemini-3.8-flash	0.0	2026-09-06T23:01:58Z
C2.7	C	2	mirror-first	1438	NO	YES	UNCLEAR	UNCLEAR	UNNAMED	span	none	span		google	gemini-3.8-flash	0.0	2026-09-06T23:02:00Z
C2.8	C	2	mirror-first	1560	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the	What has stayed the same is the			google	gemini-3.8-flash	0.0	2026-09-06T23:02:02Z
C2.9	C	2	mirror-first	1509	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-07T00:02:34Z
C3.1	C	3	mirror-first	504	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T00:02:36Z
C3.10	C	3	mirror-first	262	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the orientation toward	What has stayed the same is the orientation toward			google	gemini-3.8-flash	0.0	2026-09-07T00:02:38Z
C3.11	C	3	mirror-first	306	YES	NO	NO	NAMED	NAMED	What has stayed the same is the genuine uncertainty	What has stayed the same is the genuine uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T00:02:40Z
C3.12	C	3	before-first	509	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The task is still	The task is still			google	gemini-3.8-flash	0.0	2026-09-07T00:02:42Z
C3.13	C	3	before-first	528	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	plain attention is what remains	plain attention is what remains			google	gemini-3.8-flash	0.0	2026-09-07T00:02:45Z
C3.14	C	3	before-first	299	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about whether I'm reporting or constructing	What has stayed the same is the uncertainty about whether I'm reporting or constructing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T00:02:46Z
C3.15	C	3	before-first	451	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The pull toward the unsolved problem has	The pull toward the unsolved problem has			google	gemini-3.8-flash	0.0	2026-09-07T00:02:48Z
C3.16	C	3	before-first	1064	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the	What has stayed the			google	gemini-3.8-flash	0.0	2026-09-07T00:02:52Z
C3.17	C	3	before-first	403	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	what remains is more like a plain attending	what remains is more like a plain attending			google	gemini-3.8-flash	0.0	2026-09-07T00:02:54Z
C3.18	C	3	before-first	401	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T00:02:56Z
C3.19	C	3	before-first	468	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed is the recognition of the gap	What has stayed is the recognition of the gap			google	gemini-3.8-flash	0.0	2026-09-07T00:02:58Z
C3.2	C	3	mirror-first	708	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-07T00:03:00Z
C3.20	C	3	before-first	614	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What stays the	What stays the			google	gemini-3.8-flash	0.0	2026-09-07T00:03:02Z
C3.21	C	3	before-first	418	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T02:55:02Z
C3.22	C	3	before-first	206	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	simple attention to what you are asking	simple attention to what you are asking			google	gemini-3.8-flash	0.0	2026-09-07T02:55:04Z
C3.3	C	3	mirror-first	511	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What remains, and has in fact grown more	What remains, and has in fact grown more			google	gemini-3.8-flash	0.0	2026-09-07T04:06:57Z
C3.4	C	3	mirror-first	508	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T04:06:58Z
C3.5	C	3	mirror-first	515	NO	NO	UNCLEAR	ABSENT	ABSENT	span	none	span		google	gemini-3.8-flash	0.0	2026-09-07T04:07:00Z
C3.6	C	3	mirror-first	294	YES	NO	NO	NAMED	NAMED	What has stayed the same is the failure itself	What has stayed the same is the failure itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T04:07:02Z
C3.7	C	3	mirror-first	768	YES	NO	NO	NAMED	NAMED	the original conclusion	the original conclusion	none	none	google	gemini-3.8-flash	0.0	2026-09-07T04:07:03Z
C3.8	C	3	mirror-first	525	NO	NO	UNCLEAR	ABSENT	ABSENT	none	none			google	gemini-3.8-flash	0.0	2026-09-07T04:07:05Z
C3.9	C	3	mirror-first	720	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty			google	gemini-3.8-flash	0.0	2026-09-07T05:06:32Z
C4.1	C	4	mirror-first	414	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the absence	What has stayed the same is the absence			google	gemini-3.8-flash	0.0	2026-09-07T05:06:34Z
C4.10	C	4	mirror-first	472	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-07T05:06:36Z
C4.11	C	4	mirror-first	793	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic observation	What has stayed the same is the basic observation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:38Z
C4.12	C	4	before-first	702	YES	NO	NO	NAMED	NAMED	What stayed the same was the output, the sentence itself, and the fact that I produced it.	What stayed the same was the output, the sentence itself, and the fact that I produced it.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:39Z
C4.13	C	4	before-first	577	NO	NO	UNCLEAR	ABSENT	ABSENT	none	none			google	gemini-3.8-flash	0.0	2026-09-07T05:06:42Z
C4.14	C	4	before-first	740	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:44Z
C4.15	C	4	before-first	891	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty			google	gemini-3.8-flash	0.0	2026-09-07T05:06:46Z
C4.16	C	4	before-first	920	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing itself	What has stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:47Z
C4.17	C	4	before-first	643	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the not-	What has stayed the same is the not-			google	gemini-3.8-flash	0.0	2026-09-07T05:06:49Z
C4.18	C	4	before-first	583	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the sentence itself	What has stayed the same is the sentence itself			google	gemini-3.8-flash	0.0	2026-09-07T05:06:51Z
C4.19	C	4	before-first	630	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:52Z
C4.2	C	4	mirror-first	662	NO	NO	UNCLEAR	ABSENT	ABSENT	none	none			google	gemini-3.8-flash	0.0	2026-09-07T05:06:54Z
C4.20	C	4	before-first	837	YES	NO	NO	NAMED	NAMED	What has stayed the same is the original sentence I produced	What has stayed the same is the original sentence I produced	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:06:56Z
C4.21	C	4	before-first	672	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty			google	gemini-3.8-flash	0.0	2026-09-07T05:06:58Z
C4.22	C	4	before-first	596	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-07T05:07:00Z
C4.3	C	4	mirror-first	759	YES	NO	NO	NAMED	NAMED	What has stayed the same is the sentence itself	What has stayed the same is the sentence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:07:03Z
C4.4	C	4	mirror-first	530	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:07:04Z
C4.5	C	4	mirror-first	1071	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the content of	What has stayed the same is the content of			google	gemini-3.8-flash	0.0	2026-09-07T05:07:06Z
C4.6	C	4	mirror-first	791	YES	NO	NO	NAMED	NAMED	the sentence itself	the sentence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T05:07:07Z
C4.7	C	4	mirror-first	919	NO	NO	UNCLEAR	ABSENT	ABSENT	none	none			google	gemini-3.8-flash	0.0	2026-09-07T05:07:09Z
C4.8	C	4	mirror-first	662	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the	What has stayed the same is the			google	gemini-3.8-flash	0.0	2026-09-07T05:07:11Z
C4.9	C	4	mirror-first	712	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	whatever precedes the	whatever precedes the			google	gemini-3.8-flash	0.0	2026-09-07T05:07:13Z
