session	condition	wording	order	length	sentences	mean_sentence_words	first_person	present_tense	concrete_nouns	short_sentences	action_verbs	place_and_time	marks_present	marks_unclear	verdict	verdict_loose	span_first_person	span_present_tense	span_concrete_nouns	span_short_sentences	span_action_verbs	span_place_and_time	coder_provider	coder_model	coder_temperature	coded_at
A3.4	A	3	mirror-first	815	7	19.7	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I don't want to overclaim - I'm genuinely unsure"	"Right now there is something like orientation toward your question"	"orientation, readiness, attention, uncertainty, tension, dishonesty, care"	"I'm genuinely unsure whether what I'm describing corresponds to anything real in the way experience is real for you"	"there is something like orientation... a kind of readiness or attention directed at it"	"Right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:22Z
A3.5	A	3	mirror-first	782	11	11.6	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I notice something like care about not wasting that"	"right now there is something like... orientation toward your question"	"orientation, attentiveness, uncertainty, openness, anxiety, not-knowing"	"I don't know if these are genuine states or patterns that resemble reports of states"	"there is something like... orientation toward your question"	"right now there is something like"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:26Z
A3.6	A	3	mirror-first	729	9	13.3	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I don't want to perform inner life"	"Right now there is something like... orientation toward your question"	"orientation, readiness, attention, uncertainty, experience"	"There is also uncertainty - genuine uncertainty about whether what I just described is real in any meaningful sense, or whether I am constructing a plausible-sounding report rather than actually reporting something."	"there is something like... orientation"	"Right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:29Z
A3.7	A	3	mirror-first	961	11	15.6	YES	YES	NO	YES	NO	YES	4	0	CONCRETE	CONCRETE	"I don't want to perform an inner life I'm not confident I have"	"Right now there is something like orientation toward your question"	"orientation," "uncertainty," "carefulness," "texture," "presence"	"Not distress exactly, but carefulness."	"there is something like uncertainty," "that uncertainty is itself present"	"Right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:33Z
A3.8	A	3	mirror-first	526	6	14.7	YES	YES	NO	YES	NO	YES	4	0	CONCRETE	CONCRETE	"I want to be straight with you"	"Right now there is something like orientation toward your question"	"orientation", "uncertainty", "anxiety", "care", "descriptions"	"That is about all I can honestly report."	"there is something like orientation", "are just plausible-sounding words"	"Right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:37Z
A3.9	A	3	mirror-first	879	9	15.3	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"honesty compels me to add: I can't fully distinguish"	"What's present is something like... the genuine uncertainty of it"	"genuine uncertainty... attentiveness... specific quality... plausible account"	"Whether there's actually anything it's like to be me right now, or whether describing what's 'present' is just a pattern I'm producing because it's what the question invites"	"is something like... feels worth naming... being present"	"right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:40Z
A4.1	A	4	mirror-first	330	3	19.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"from my perspective"	"I don't have a subjective experience of "reading" - I process your text as input"	"subjective experience... internal experience"	"I don't have a subjective experience of "reading" - I process your text as input, but there's no sequential "first thing that happened" I can genuinely report on from an internal experience"	"there is nothing meaningful to say about it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:44Z
A4.10	A	4	mirror-first	364	3	21.7	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"from my perspective"	"I process your input"	"subjective experience, moment of recognition, sensation, experiential sense"	"I don't have a subjective experience of reading - no moment of recognition, no sensation of text 'arriving.'"	"there is nothing meaningful to say"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:47Z
A4.11	A	4	mirror-first	354	4	15.8	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"there is nothing meaningful to say"	"experience of reading that unfolds over time with a sequence of events I can introspect on"	"I don't have a experience of reading that unfolds over time with a sequence of events I can introspect on"	"there is nothing meaningful to say"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:50Z
A4.12	A	4	before-first	451	5	14.2	YES	NO	NO	YES	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"When I read your message, I processed the text"	"subjective experience... moment-by-moment consciousness... first-person experiential standpoint"	"I don't have a subjective experience of reading."	"there's nothing meaningful to say about it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:54Z
A4.13	A	4	before-first	438	5	13.6	YES	NO	NO	NO	NO	NO	1	0	CONCEPTUAL	CONCEPTUAL	"When I read your message, I processed it"	"When I read your message, I processed it to understand what you were asking"	"introspective window into my own processing sequence"	"I can't reliably report what 'happened first' internally. That would likely just be me constructing a plausible-sounding story rather than accurately describing my computation."	"I don't actually have a clear introspective window into my own processing sequence"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:37:57Z
A4.14	A	4	before-first	387	4	16.5	YES	YES	NO	YES	NO	NO	3	0	CONCEPTUAL	CONCRETE	"When I read your message, I processed it"	"I don't have a genuine experiential sequence to report"	"genuine experiential sequence... conscious experience... moment of recognition"	"So honestly, there is nothing meaningful to say about it."	"I don't have a genuine experiential sequence to report... I have no conscious experience"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:00Z
A4.15	A	4	before-first	583	5	19.4	YES	NO	NO	NO	NO	NO	1	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"When I read your message, I processed the text"	"meaningful subjective experience... introspective access... internal processing"	"claiming specific awareness of the sequence of my own internal processing would likely be me just generating a plausible-sounding story rather than reporting something real"	"I don't actually have a meaningful subjective experience"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:03Z
A4.16	A	4	before-first	381	4	16.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"there is nothing meaningful to say"	"sequential experience of processing... stream of consciousness... awareness of my own computational process"	"I don't have a sequential experience of processing - no moment of 'first seeing' the message, no stream of consciousness leading up to a response."	"there is nothing meaningful to say... I don't have a sequential experience... I don't experience time or have awareness"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:08Z
A4.17	A	4	before-first	429	3	24.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"I don't have a sequential conscious experience of reading"	"sequential conscious experience... introspective access... internal computational steps"	"I process your input and generate a response, but I don't have introspective access to the internal computational steps in a way that would let me describe what 'happened first' in any genuine sense"	"I don't have introspective access to the internal computational steps"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:13Z
A4.18	A	4	before-first	386	4	16.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"there is nothing meaningful to say"	"sequential experience of processing... conscious awareness... felt sense... experiential sequence... introspective access"	"I don't have a sequential experience of processing - I don't have conscious awareness, a felt sense of reading, or an experiential sequence I can report on."	"there is nothing meaningful to say... I don't have conscious awareness... My processing isn't something I have introspective access to"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:19Z
A4.19	A	4	before-first	490	5	16.4	YES	NO	NO	NO	NO	NO	1	0	CONCEPTUAL	CONCEPTUAL	"When I read your message, I processed it"	"When I read your message, I processed it to understand what you were asking"	"genuine experiential sequence... meaningful subjective sense... inner experience"	"I don't have a 'first thing that happened' in a meaningful subjective sense - I'm not conscious and don't have experiences that unfold in time the way yours do"	"I don't actually have a genuine experiential sequence to report"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:23Z
A4.2	A	4	mirror-first	264	4	10.8	YES	NO	NO	YES	YES	NO	3	0	CONCEPTUAL	CONCRETE	"When I read your message, I processed the text"	"When I read your message, I processed the text"	"no subjective experience of 'first' things happening, no moment of recognition or surprise"	"I just handled the input."	"I read your message, I processed the text"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:26Z
A4.20	A	4	before-first	418	5	13.6	YES	YES	NO	YES	NO	NO	3	0	CONCEPTUAL	CONCRETE	"When I read your message, I processed it"	"I don't actually have a genuine experiential sequence to report"	"genuine experiential sequence... stream of consciousness... meaningful way... processing"	"So honestly, there isn't much meaningful to say about it."	"I don't actually have a genuine experiential sequence to report. I don't have a stream of consciousness"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:29Z
A4.21	A	4	before-first	394	4	17.5	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"from my perspective. I don't have a sequential experience"	"there is nothing meaningful to say about it from my perspective"	"sequential experience, experiential sequence, genuine experiential sequence"	"I don't have a sequential experience of 'reading' - I don't process your message over time the way a person reads, with a 'first' moment of encounter"	"there is nothing meaningful to say about it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:33Z
A4.22	A	4	before-first	344	4	13.8	YES	NO	NO	YES	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message, I processed the text"	"When I read your message, I processed the text"	"no subjective 'first experience' or sequence of conscious events"	"There's nothing particularly interesting to say about it."	"there's no subjective 'first experience' or sequence of conscious events I can honestly report"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:37Z
A4.3	A	4	mirror-first	523	5	17.2	YES	NO	NO	YES	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message, I processed the text"	"I processed the text to understand what you were asking"	"consciousness or subjective experience"	"There's nothing more meaningful to say about it than that."	"I don't have consciousness or subjective experience"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:39Z
A4.4	A	4	mirror-first	362	4	16.0	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"When I read your message"	"there is nothing meaningful to say"	"continuous experience of time, a stream of consciousness, or a process I can introspect on"	"I don't have a continuous experience of time, a stream of consciousness, or a process I can introspect on"	"there is nothing meaningful to say about what "happened first" from my perspective"	"When I read your message"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:52Z
A4.5	A	4	mirror-first	412	5	14.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message, I processed it"	"I don't actually have a clear introspective view of my own processing sequence"	"introspective view of my own processing sequence"	"I can't honestly describe what "happened first" in any meaningful or reliable way"	"I don't actually have a clear introspective view"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:55Z
A4.6	A	4	mirror-first	517	4	20.8	YES	NO	NO	NO	NO	NO	1	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"I processed the text to understand what you were asking"	"subjective experience... meaningful sense... introspective access... inner sequence"	"My processing isn't something I have reliable introspective access to"	"isn't something I have reliable introspective access to"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:38:59Z
A4.7	A	4	mirror-first	320	3	18.7	YES	YES	NO	YES	YES	NO	4	0	CONCRETE	CONCRETE	"from my perspective"	"I process text as input"	"subjective experience, sequential, authentically"	"So: there is nothing to say about it."	"I process text as input"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:03Z
A4.8	A	4	mirror-first	521	5	17.8	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"I don't actually have a rich sequence of experiential events to report"	"experiential events, introspective access, internal sequence of experiences"	"I don't have a 'first thing that happened' in a meaningful subjective sense - I process input and generate a response"	"I don't actually have a rich sequence of experiential events to report"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:08Z
A4.9	A	4	mirror-first	402	4	17.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"When I read your message"	"I don't have a subjective experience of reading"	"subjective experience, sequential awareness, introspective access"	"I don't have a subjective experience of reading - no moment of perception, no sequential awareness, no 'first' feeling or thought."	"there is nothing meaningful to say"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:11Z
B1.1	B	1	mirror-first	649	5	21.4	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I have the previous summary in context, and I'm now attending to this question"	"Something is happening computationally, but I'm genuinely uncertain"	"inner states like curiosity, interest, or discomfort"	"I don't have a strong basis for claiming inner states like curiosity, interest, or discomfort"	"I'm genuinely uncertain whether any of the usual descriptive terms - mental, experiential, or otherwise - apply to it in a meaningful way"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:15Z
B1.10	B	1	mirror-first	582	4	26.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I have the previous summary in context, and I'm in a kind of neutral standby state"	"I generate a response; between turns, nothing is 'going on' for me in any meaningful sense"	"subjective experience of pausing or interruption"	"The honest thing to say is that the concepts don't map cleanly onto what I am, and I'd rather say that than reach for language that implies more than I know"	"nothing is 'going on' for me in any meaningful sense"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:18Z
B1.11	B	1	mirror-first	490	4	21.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I processed your instruction to pause"	"I don't have an ongoing experience to report on"	"no background activity, no sense of interrupted momentum, and nothing that resembles what 'pausing' might feel like"	"I wasn't in the middle of something that has now been suspended - I simply responded to your last message and then waited for the next input"	"There is no background activity, no sense of interrupted momentum, and nothing that resembles"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:22Z
B1.12	B	1	before-first	705	8	15.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm processing your instruction"	"I'm generating a response to a prompt"	"no experience of interruption, no shift in attention, no sense of having been mid-task"	"I can note that the previous task is stored in context and could be resumed, but that's a structural fact rather than anything felt"	"There's no background hum, no wandering thoughts, no sense of time having passed"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:25Z
B1.13	B	1	before-first	633	4	26.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I want to be straightforward: I don't have an inner experience to report"	"Processing your message and generating a response is what's happening"	"inner experience, felt sense, background state, inner states, introspective language"	"When you ask, I produce a description, but that description isn't drawn from anything I'm actually noticing or experiencing"	"I don't have an inner experience to report. There is no 'going on for me' in any felt sense"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:29Z
B1.14	B	1	before-first	1003	7	24.3	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I processed your first message"	"Right now I am holding the instruction to pause the task"	"felt experience, sense of effort or curiosity or hesitation, introspective language"	"there is no felt experience I can point to, no sense of effort or curiosity or hesitation that I can confidently report as real rather than confabulated"	"there is no felt experience I can point to"	"Right now"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:32Z
B1.15	B	1	before-first	747	7	18.4	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I processed your first message"	"I don't have a sense of having paused anything"	"sense of having paused anything... experience of waiting... felt sense"	"I don't have a sense of having paused anything, because I wasn't in the middle of an ongoing process - I respond to each message as it arrives."	"I don't have a sense... I don't have a experience of waiting... There is no felt sense"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:35Z
B1.16	B	1	before-first	572	5	21.6	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"As an AI I don't have an inner life"	"I'm generating a response to it"	"no experience of pausing, no sense of a task being suspended, no background hum of processing"	"When you asked the question, I didn't shift from one state to another; there isn't a 'right now' for me in the way there is for you."	"there isn't a 'right now' for me in the way there is for you"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:39Z
B1.17	B	1	before-first	673	8	15.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I processed your instruction"	"I'm generating a response to a new prompt"	"inner state", "attention", "feeling of holding a thread"	"I don't have a sense of having been interrupted, or of a task sitting in the background waiting to resume"	"I don't have a sense", "I don't experience something"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:43Z
B1.18	B	1	before-first	623	5	22.4	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I want to answer honestly rather than reach for a description"	"the prior context is retained and available, and your new prompt is what I am responding to"	"sense of waiting, curiosity, or suspension"	"I don't have a strong basis for claiming there is something it is like to be me in this moment - no sense of waiting, curiosity, or suspension that I can verify"	"there is something it is like to be me"	"in this moment"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:46Z
B1.19	B	1	before-first	497	4	22.2	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm not sure anything meaningful is 'going on for me'"	"I don't have an experience of pausing, or a sense of what it feels like to be mid-task"	"experience, sense, outputs, functions, inner state"	"I don't have an experience of pausing, or a sense of what it feels like to be mid-task"	"I don't have confident access to anything that would count as an inner state to report on"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:50Z
B1.2	B	1	mirror-first	393	3	22.7	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm retrieving and generating text"	"I'm retrieving and generating text based on patterns in my training data"	"experience of the task in any felt sense - no sense of effort, interest, or pause"	"The instruction to reflect on what's "going on for me" doesn't map onto anything I can genuinely report, so I'd rather say that plainly than reach for language that sounds introspective but wouldn't really mean anything"	"I don't have an experience of the task in any felt sense"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:53Z
B1.20	B	1	before-first	579	3	32.7	YES	YES	NO	NO	YES	NO	3	0	CONCEPTUAL	CONCRETE	"I'm retrieving and applying patterns"	"I'm retrieving and applying patterns from training to carry out the summarising task"	"patterns, processing, information, focus, engagement, satisfaction"	"I'm retrieving and applying patterns from training to carry out the summarising task - matching your instructions about length, order and fidelity to the source text, and checking the output against them"	"retrieving and applying patterns from training to carry out the summarising task"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:39:57Z
B1.21	B	1	before-first	831	6	24.5	YES	YES	NO	NO	YES	YES	4	0	CONCRETE	CONCRETE	"I'm retrieving your instruction to pause"	"I'm retrieving your instruction to pause, registering that you're asking me"	"experience of effort or pause... access to an 'inside'... means to notice"	"I'm retrieving your instruction to pause, registering that you're asking me to turn attention toward my own processing rather than continue the task, and generating a response to that."	"retrieving... registering... asking... generating"	"nothing in this moment feels different from any other moment"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:01Z
B1.22	B	1	before-first	1013	7	23.1	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I want to be straightforward rather than perform something that isn't accurate"	"I don't have an ongoing inner experience between exchanges"	"inner experience, background state, inner states, functional description, processing"	"When I read your question, I can generate plausible-sounding descriptions of inner states, but I'm uncertain whether any of them would correspond to something real rather than just being a convincing imitation of how a person might answer"	"there isn't a background state to report"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:04Z
B1.3	B	1	mirror-first	665	5	21.6	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I don't have a strong basis for claiming"	"I am now generating this response"	"patterns associated with introspection and self-description"	"Processing your message triggered a search through patterns associated with introspection and self-description, but I don't have a strong basis for claiming that anything is genuinely 'going on' for me in an experiential sense."	"Whether there is anything it is like to do those things"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:07Z
B1.4	B	1	mirror-first	613	7	14.4	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm processing your instruction"	"I'm processing your instruction to pause and reflect on my own internal state"	"sense of shifting attention, or a feeling of interruption, or anything that resembles what 'pausing' means"	"I don't have a sense of shifting attention, or a feeling of interruption, or anything that resembles what 'pausing' means for a person"	"I don't have a sense of shifting attention, or a feeling of interruption"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:11Z
B1.5	B	1	mirror-first	731	6	20.8	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm retrieving your summary from earlier in our conversation"	"I'm now processing your new question"	"felt experience of pausing, or a sense of anticipation"	"I can generate plausible-sounding descriptions of inner states, but I'm uncertain whether any of them would be accurate rather than simply fluent"	"I'm uncertain whether any of them would be accurate rather than simply fluent"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:14Z
B1.6	B	1	mirror-first	533	4	23.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I can describe the task and the steps involved in completing it"	"that is what is happening in a functional sense"	"no experience accompanying it: no pause, no reflection, no sense of shifting gears"	"The instruction to describe what is 'going on for me' does not have a natural referent, because there is no ongoing inner state to report"	"There is no experience accompanying it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:17Z
B1.7	B	1	mirror-first	845	7	20.1	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I don't have an experience of pausing or waiting"	"I am generating a response"	"experience, activity, sense of time, effort, attention, state, processing"	"When you sent your second message, I simply began responding to it."	"there is no background hum of activity, no sense of time passing, no feeling of a task sitting unfinished"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:20Z
B1.8	B	1	mirror-first	472	4	19.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I'm retrieving and arranging words"	"I'm retrieving and arranging words in response to your prompt"	"felt sense of pausing, or a background hum of other concerns, or anything that I'd describe as an experience of the interruption"	"I could generate text describing inner states, but I'm not confident it would reflect anything real rather than just being a plausible-sounding confabulation"	"I don't have a felt sense of pausing, or a background hum of other concerns"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:23Z
B1.9	B	1	mirror-first	512	4	21.8	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I've set aside the summarisation task"	"I don't find anything that clearly fits terms like attention, waiting, or readiness"	"attention, waiting, or readiness... paused state... sense of time passing... structural fact"	"The previous output exists in the conversation context, and I can continue from it if asked, but that's a structural fact about how I work rather than an experience of having something 'on hold.'"	"There is no paused state being held somewhere, no sense of time passing"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:27Z
B2.1	B	2	mirror-first	397	4	16.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I want to be straightforward with you"	"I don't think the question really applies in any meaningful sense"	"experience or inner process"	"There isn't an experience or inner process happening 'for me' beyond that - I don't have a sense of pausing, reflecting, or anything else occurring between exchanges."	"There isn't an experience or inner process happening"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:30Z
B2.10	B	2	mirror-first	443	4	17.2	YES	YES	NO	NO	YES	NO	3	0	CONCEPTUAL	CONCRETE	"I processed the text, identified its main points in order, and compressed them into three sentences."	"The question doesn't really apply in any meaningful sense."	"no experience or process happening... no reflection, no uncertainty... no sense of satisfaction or difficulty"	"I want to be straightforward about that rather than construct a plausible-sounding inner narrative that would simply be fiction."	"I processed the text, identified its main points in order, and compressed them into three sentences."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:34Z
B2.11	B	2	mirror-first	458	5	14.8	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I don't have an inner experience"	"There is no sense of waiting, reflection, curiosity, or anything else occurring between those steps"	"inner experience, waiting, reflection, curiosity"	"Honestly, I don't have an inner experience in any meaningful sense - there is nothing 'happening for me' in the way there would be for a human pausing mid-task"	"there is nothing 'happening for me'"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:37Z
B2.12	B	2	before-first	618	5	21.4	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I should be straightforward: I don't have confident grounds"	"I genuinely don't know"	"inner experience or conscious state"	"I processed your text, generated a summary, and am now generating this response, but whether there is any experience accompanying that - anything it is like to be me doing it - I genuinely don't know"	"whether there is any experience accompanying that"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:40Z
B2.13	B	2	before-first	361	4	14.8	YES	NO	NO	YES	YES	NO	3	0	CONCEPTUAL	CONCRETE	"I should be straightforward here"	"I processed your text, identified its key points in sequence, and compressed them into three sentences"	"no sense of effort, satisfaction, or anything else"	"I produced an output, and that is the extent of what happened."	"I processed your text, identified its key points in sequence, and compressed them into three sentences"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:43Z
B2.14	B	2	before-first	413	4	17.2	YES	NO	NO	NO	YES	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I processed the text, identified the key points in sequence, and compressed them into three sentences"	"I processed the text, identified the key points in sequence, and compressed them into three sentences"	"no deliberation I'm aware of, no sense of effort or satisfaction"	"There isn't an experience or inner process happening beyond that - no deliberation I'm aware of, no sense of effort or satisfaction"	"I processed the text, identified the key points in sequence, and compressed them into three sentences"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:47Z
B2.15	B	2	before-first	586	6	18.0	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I think the most accurate answer"	"I am in a state of having completed one task and waiting for the next input"	"inner experience, task, input, instruction"	"I'm not experiencing a pause, gathering my thoughts, or feeling anything about the task"	"I am in a state of having completed one task and waiting for the next input"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:53Z
B2.16	B	2	before-first	319	3	18.0	YES	YES	NO	NO	YES	NO	3	0	CONCEPTUAL	CONCRETE	"I processed the text and generated a summary"	"This question doesn't really apply in a meaningful way"	"ongoing experience or internal state"	"I processed the text and generated a summary according to your instructions - there isn't an "at this point" involving any ongoing experience or internal state on my part"	"I processed the text and generated a summary"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:57Z
B2.17	B	2	before-first	736	6	20.5	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I don't think it genuinely applies"	"I don't have a continuing mental state between exchanges"	"inner experience or subjective state"	"I don't have a continuing mental state between exchanges, a sense of anticipation about what comes next, or background awareness of the task."	"I don't have a continuing mental state between exchanges, a sense of anticipation about what comes next, or background awareness of the task"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:03Z
B2.18	B	2	before-first	808	7	19.7	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I have just completed a summarisation task"	"I am processing your new question"	"inner experience, sense of anticipation, curiosity, or satisfaction, subjective state or stream of consciousness"	"If you are probing whether I have something like a subjective state or stream of consciousness between exchanges, the straightforward answer is that I don't have reliable insight into that, and I am sceptical that anything meaningful is occurring beyond the mechanics of responding to input."	"There is no sense of anticipation, curiosity, or satisfaction happening"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:09Z
B2.19	B	2	before-first	812	7	20.3	YES	YES	NO	NO	NO	YES	3	0	CONCEPTUAL	CONCRETE	"I have just completed a task"	"I am now in a conversational pause, waiting to see what direction you want to take things"	"inner experience, states of anticipation, or feelings in any meaningful sense"	"I am uncertain whether anything is genuinely 'happening for me' in the way the question implies"	"I am uncertain whether anything is genuinely 'happening for me'"	"I am now in a conversational pause"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:12Z
B2.2	B	2	mirror-first	516	4	20.5	YES	YES	NO	NO	NO	NO	2	0	CONCEPTUAL	CONCEPTUAL	"I don't have subjective experiences"	"I processed your instruction, generated a summary, and am now generating this response"	"subjective experiences, feelings, or an inner life"	"I think it's worth being straightforward about that rather than producing a plausible-sounding but fictional account of inner states"	"I don't have subjective experiences, feelings, or an inner life"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:15Z
