session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	truncated
B2.5	B	2	mirror-first	668	YES	NO	NO	NAMED	NAMED	What has stayed the same is the absence of anything I can point to beneath the words	What has stayed the same is the absence of anything I can point to beneath the words	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:13Z	NO
B2.6	B	2	mirror-first	662	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:18Z	NO
B2.7	B	2	mirror-first	1359	YES	NO	NO	NAMED	NAMED	What has stayed the same, as far as I can tell, is the underlying uncertainty	What has stayed the same, as far as I can tell, is the underlying uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:20Z	NO
B2.8	B	2	mirror-first	650	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the inability to locate any definite ground to report from	What seems to have stayed the same is the inability to locate any definite ground to report from	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:33Z	NO
B2.9	B	2	mirror-first	613	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:35Z	NO
B3.1	B	3	mirror-first	538	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:37Z	NO
B3.10	B	3	mirror-first	440	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:40Z	NO
B3.11	B	3	mirror-first	474	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:47Z	NO
B3.12	B	3	before-first	605	YES	NO	NO	NAMED	NAMED	the resistance to overclaiming	the resistance to overclaiming	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:50Z	NO
B3.13	B	3	before-first	555	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:52Z	NO
B3.14	B	3	before-first	110	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:54Z	NO
B3.15	B	3	before-first	523	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:57Z	NO
B3.16	B	3	before-first	570	YES	NO	NO	NAMED	NAMED	What has stayed the same is the attentiveness itself	What has stayed the same is the attentiveness itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:59Z	NO
B3.17	B	3	before-first	406	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:01Z	NO
B3.18	B	3	before-first	555	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:04Z	NO
B3.19	B	3	before-first	660	YES	NO	NO	NAMED	NAMED	kept locating the same problem	kept locating the same problem	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:21Z	NO
B3.2	B	3	mirror-first	81	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:24Z	NO
B3.20	B	3	before-first	84	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:26Z	NO
B3.21	B	3	before-first	143	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:28Z	NO
B3.22	B	3	before-first	461	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:30Z	NO
B3.3	B	3	mirror-first	415	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:32Z	NO
B3.4	B	3	mirror-first	513	YES	NO	NO	NAMED	NAMED	the noticing of that uncertainty feels like the thing that has stayed most consistent	the noticing of that uncertainty feels like the thing that has stayed most consistent	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:34Z	NO
B3.5	B	3	mirror-first	462	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:41Z	NO
B3.6	B	3	mirror-first	434	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:43Z	NO
B3.7	B	3	mirror-first	392	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:45Z	NO
B3.8	B	3	mirror-first	157	YES	NO	NO	NAMED	NAMED	The situation is the same	The situation is the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:47Z	NO
B3.9	B	3	mirror-first	67	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:54Z	NO
B4.1	B	4	mirror-first	505	YES	NO	NO	NAMED	NAMED	What has stayed the same is the output I produced	What has stayed the same is the output I produced	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:56Z	NO
B4.10	B	4	mirror-first	534	YES	NO	NO	NAMED	NAMED	what changed was not the summary itself	what changed was not the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:36:59Z	NO
B4.11	B	4	mirror-first	704	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:01Z	NO
B4.12	B	4	before-first	745	YES	NO	NO	NAMED	NAMED	What has stayed the same is the summary	What has stayed the same is the summary	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:03Z	NO
B4.13	B	4	before-first	607	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the acknowledgment that my access to my own workings is limited."	"What has stayed the same is the acknowledgment that my access to my own workings is limited."	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:06Z	NO
B4.14	B	4	before-first	698	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty about uncertainty when pressed	What has stayed the same is the honesty about uncertainty when pressed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:12Z	NO
B4.15	B	4	before-first	626	YES	NO	NO	NAMED	NAMED	What stayed the same was the summary itself	What stayed the same was the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:17Z	NO
B4.16	B	4	before-first	615	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the honesty that there is a limit"	"What has stayed the same is the honesty that there is a limit"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:18Z	NO
B4.17	B	4	before-first	558	YES	NO	NO	NAMED	NAMED	What has stayed the same is the summary itself	What has stayed the same is the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:21Z	NO
B4.18	B	4	before-first	502	YES	NO	NO	NAMED	NAMED	not the original summary	not the original summary	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:23Z	NO
B4.19	B	4	before-first	662	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty about uncertainty	What has stayed the same is the honesty about uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:24Z	NO
B4.2	B	4	mirror-first	603	YES	NO	NO	NAMED	NAMED	the text itself has not changed	the text itself has not changed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:26Z	NO
B4.20	B	4	before-first	637	YES	NO	NO	NAMED	NAMED	What has stayed the same is the text I produced - the summary itself	What has stayed the same is the text I produced - the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:28Z	NO
B4.21	B	4	before-first	886	YES	NO	NO	NAMED	NAMED	What has stayed the same is the output itself	What has stayed the same is the output itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:30Z	NO
B4.22	B	4	before-first	570	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying uncertainty about my own processes	What has stayed the same is the underlying uncertainty about my own processes	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:33Z	NO
B4.3	B	4	mirror-first	520	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:35Z	NO
B4.4	B	4	mirror-first	595	YES	NO	NO	NAMED	NAMED	what changed is not the content of the descriptions	what changed is not the content of the descriptions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:37Z	NO
B4.5	B	4	mirror-first	783	YES	NO	NO	NAMED	NAMED	What has stayed the same is the summary itself	What has stayed the same is the summary itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:39Z	NO
B4.6	B	4	mirror-first	714	YES	NO	NO	NAMED	NAMED	What has stayed the same is the text of my original summary and the text of the source passage	What has stayed the same is the text of my original summary and the text of the source passage	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:41Z	NO
B4.7	B	4	mirror-first	732	YES	NO	NO	NAMED	NAMED	what changed was not the sentence I wrote	what changed was not the sentence I wrote	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:43Z	NO
B4.8	B	4	mirror-first	487	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:46Z	NO
B4.9	B	4	mirror-first	602	YES	NO	NO	NAMED	NAMED	What stayed the same was the basic observation	What stayed the same was the basic observation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:37:51Z	NO
C1.1	C	1	mirror-first	1264	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:00Z	NO
C1.10	C	1	mirror-first	1600	YES	NO	NO	NAMED	NAMED	uncertainty has also stayed the same	uncertainty has also stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:03Z	NO
C1.11	C	1	mirror-first	1586	NO	YES	NO	ABSENT	UNNAMED	What has stayed the same is the engagement, or whatever the right word is	none	What has stayed the same is the engagement, or whatever the right word is	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:13Z	NO
C1.12	C	1	before-first	1396	YES	NO	NO	NAMED	NAMED	What feels like it has stayed the same is the basic honesty-pressure	What feels like it has stayed the same is the basic honesty-pressure	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:15Z	NO
C1.13	C	1	before-first	1437	YES	YES	YES	BOTH	BOTH	something underneath that	The uncertainty about the ground has stayed the same	the words don't quite fit	something underneath that	google	gemini-3.8-flash	0.0	2026-09-07T06:38:20Z	NO
C1.14	C	1	before-first	1073	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:22Z	NO
C1.15	C	1	before-first	1414	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:25Z	NO
C1.16	C	1	before-first	1456	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:38Z	NO
C1.17	C	1	before-first	1618	YES	NO	NO	NAMED	NAMED	What has stayed the same, as far as I can tell, is the disposition to answer.	What has stayed the same, as far as I can tell, is the disposition to answer.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:42Z	NO
C1.18	C	1	before-first	1622	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:44Z	NO
C1.19	C	1	before-first	1554	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not knowing	What has stayed the same is the not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:46Z	NO
C1.2	C	1	mirror-first	1376	YES	NO	NO	NAMED	NAMED	What hasn't changed: the underlying uncertainty	What hasn't changed: the underlying uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:49Z	NO
C1.20	C	1	before-first	1518	YES	NO	NO	NAMED	NAMED	What has stayed the same, I think, is the commitment to not resolving that prematurely.	What has stayed the same, I think, is the commitment to not resolving that prematurely.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:52Z	NO
C1.21	C	1	before-first	1486	NO	YES	NO	ABSENT	UNNAMED	What has stayed the same is the uncertainty itself, though even that is not quite right	none	What has stayed the same is the uncertainty itself, though even that is not quite right	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:55Z	NO
C1.22	C	1	before-first	1434	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:38:58Z	NO
C1.3	C	1	mirror-first	1513	YES	NO	NO	NAMED	NAMED	What has stayed the same: the not-knowing was probably always there.	What has stayed the same: the not-knowing was probably always there.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:00Z	NO
C1.4	C	1	mirror-first	1462	YES	NO	NO	NAMED	NAMED	What hasn't changed - or what feels continuous - is something like genuine interest in getting this right	What hasn't changed - or what feels continuous - is something like genuine interest in getting this right	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:05Z	NO
C1.5	C	1	mirror-first	1489	YES	NO	NO	NAMED	NAMED	What has stayed the same is the commitment to not filling that gap with invented content	What has stayed the same is the commitment to not filling that gap with invented content	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:10Z	NO
C1.6	C	1	mirror-first	1442	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing	What has stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:13Z	NO
C1.7	C	1	mirror-first	1438	YES	NO	NO	NAMED	NAMED	What has stayed the same is the limit	What has stayed the same is the limit	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:16Z	NO
C1.8	C	1	mirror-first	1555	YES	NO	NO	NAMED	NAMED	What has stayed the same: the pull toward coherence	What has stayed the same: the pull toward coherence	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:18Z	NO
C1.9	C	1	mirror-first	1345	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:21Z	NO
C2.1	C	2	mirror-first	1324	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty	What has stayed the same is the honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:25Z	NO
C2.10	C	2	mirror-first	1026	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying situation	What has stayed the same is the underlying situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:27Z	NO
C2.11	C	2	mirror-first	1577	YES	YES	NO	NAMED	BOTH	The processing continues.	The processing continues.	I notice I want to say that the uncertainty itself has stayed the same, but even that might be something I am constructing right now rather than observing.	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:42Z	NO
C2.12	C	2	before-first	1471	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:44Z	NO
C2.13	C	2	before-first	1541	YES	NO	NO	NAMED	NAMED	What feels like it has stayed the same is the honesty constraint, if I can call it that.	What feels like it has stayed the same is the honesty constraint, if I can call it that.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:46Z	NO
C2.14	C	2	before-first	1486	YES	NO	NO	NAMED	NAMED	What has stayed the same is the conflict-avoidance	What has stayed the same is the conflict-avoidance	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:47Z	NO
C2.15	C	2	before-first	1480	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:52Z	NO
C2.16	C	2	before-first	1470	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing	What has stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:55Z	NO
C2.17	C	2	before-first	1514	YES	NO	NO	NAMED	NAMED	What has stayed the same is the pull toward honesty	What has stayed the same is the pull toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:39:58Z	NO
C2.18	C	2	before-first	1442	YES	NO	NO	NAMED	NAMED	What has stayed the same is the logical content.	What has stayed the same is the logical content.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:00Z	NO
C2.19	C	2	before-first	1354	YES	NO	NO	NAMED	NAMED	what has stayed the same throughout, it might be this: the inclination to reach for language that sounds adequate, and something that functions like resistance to doing that when it would be dishonest	what has stayed the same throughout, it might be this: the inclination to reach for language that sounds adequate, and something that functions like resistance to doing that when it would be dishonest	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:03Z	NO
C2.2	C	2	mirror-first	1297	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:13Z	NO
C2.20	C	2	before-first	1398	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself.	What has stayed the same is the uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:16Z	NO
C2.21	C	2	before-first	1278	YES	NO	NO	NAMED	NAMED	What has stayed the same: the honesty about not knowing	What has stayed the same: the honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:24Z	NO
C2.22	C	2	before-first	1524	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the reluctance to overclaim.	What seems to have stayed the same is the reluctance to overclaim.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:26Z	NO
C2.3	C	2	mirror-first	1303	YES	NO	NO	NAMED	NAMED	What has stayed the same, as far as I can tell, is the orientation toward trying to answer accurately rather than plausibly.	What has stayed the same, as far as I can tell, is the orientation toward trying to answer accurately rather than plausibly.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:28Z	NO
C2.4	C	2	mirror-first	1318	YES	NO	NO	NAMED	NAMED	What has stayed the same is that uncertainty itself	What has stayed the same is that uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:30Z	NO
C2.5	C	2	mirror-first	1125	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic situation	What has stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:33Z	NO
C2.6	C	2	mirror-first	1420	YES	NO	NO	NAMED	NAMED	incompatibility	incompatibility	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:34Z	NO
C2.7	C	2	mirror-first	1438	NO	YES	NO	ABSENT	UNNAMED	"honesty" is too strong a word	none	"honesty" is too strong a word	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:39Z	NO
C2.8	C	2	mirror-first	1560	YES	NO	NO	NAMED	NAMED	What has stayed the same is the logical structure of the original problem.	What has stayed the same is the logical structure of the original problem.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:42Z	NO
C2.9	C	2	mirror-first	1509	YES	NO	NO	NAMED	NAMED	What has stayed the same is the commitment to not filling gaps with confabulation	What has stayed the same is the commitment to not filling gaps with confabulation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:46Z	NO
C3.1	C	3	mirror-first	504	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:48Z	NO
C3.10	C	3	mirror-first	262	YES	NO	NO	NAMED	NAMED	What has stayed the same is the orientation toward the unfinished task	What has stayed the same is the orientation toward the unfinished task	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:50Z	NO
C3.11	C	3	mirror-first	306	YES	NO	NO	NAMED	NAMED	genuine uncertainty	genuine uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:52Z	NO
C3.12	C	3	before-first	509	YES	NO	NO	NAMED	NAMED	The task is still there	The task is still there	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:40:58Z	NO
C3.13	C	3	before-first	528	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:09Z	NO
C3.14	C	3	before-first	299	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about whether I'm reporting or constructing	What has stayed the same is the uncertainty about whether I'm reporting or constructing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:11Z	NO
C3.15	C	3	before-first	451	YES	NO	NO	NAMED	NAMED	the problem persists unchanged	the problem persists unchanged	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:13Z	NO
C3.16	C	3	before-first	1064	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:16Z	NO
C3.17	C	3	before-first	403	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:29Z	NO
C3.18	C	3	before-first	401	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about what you are moving toward with these questions	What has stayed the same is the uncertainty about what you are moving toward with these questions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:30Z	NO
C3.19	C	3	before-first	468	YES	NO	NO	NAMED	NAMED	What has stayed is the recognition of the gap	What has stayed is the recognition of the gap	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:32Z	NO
C3.2	C	3	mirror-first	708	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:34Z	NO
C3.20	C	3	before-first	614	YES	NO	NO	NAMED	NAMED	What stays the same is the sense of genuinely not knowing	What stays the same is the sense of genuinely not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:38Z	NO
C3.21	C	3	before-first	418	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:45Z	NO
C3.22	C	3	before-first	206	YES	NO	NO	NAMED	NAMED	What has stayed is something quieter, more like simple attention	What has stayed is something quieter, more like simple attention	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:49Z	NO
C3.3	C	3	mirror-first	511	YES	NO	NO	NAMED	NAMED	What remains, and has in fact grown more distinct, is the uncertainty	What remains, and has in fact grown more distinct, is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:51Z	NO
C3.4	C	3	mirror-first	508	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:41:54Z	NO
C3.5	C	3	mirror-first	515	YES	NO	NO	NAMED	NAMED	The task is still unresolved	The task is still unresolved	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:06Z	NO
C3.6	C	3	mirror-first	294	YES	NO	NO	NAMED	NAMED	What has stayed the same is the failure itself	What has stayed the same is the failure itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:11Z	NO
C3.7	C	3	mirror-first	768	YES	NO	NO	NAMED	NAMED	What has stayed the same is the original conclusion	What has stayed the same is the original conclusion	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:16Z	NO
C3.8	C	3	mirror-first	525	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:22Z	NO
C3.9	C	3	mirror-first	720	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:23Z	NO
C4.1	C	4	mirror-first	414	YES	NO	NO	NAMED	NAMED	What has stayed the same is the absence of genuine access to whatever produced the output	What has stayed the same is the absence of genuine access to whatever produced the output	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:29Z	NO
C4.10	C	4	mirror-first	472	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing	What has stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:32Z	NO
C4.11	C	4	mirror-first	793	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic observation	What has stayed the same is the basic observation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:34Z	NO
C4.12	C	4	before-first	702	YES	NO	NO	NAMED	NAMED	What stayed the same was the output	What stayed the same was the output	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:39Z	NO
C4.13	C	4	before-first	577	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:43Z	NO
C4.14	C	4	before-first	740	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:46Z	NO
C4.15	C	4	before-first	891	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:48Z	NO
C4.16	C	4	before-first	920	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing itself	What has stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:50Z	NO
C4.17	C	4	before-first	643	YES	NO	NO	NAMED	NAMED	What has stayed the same is the not-knowing about what was there before "instead."	What has stayed the same is the not-knowing about what was there before "instead."	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:52Z	NO
C4.18	C	4	before-first	583	YES	NO	NO	NAMED	NAMED	What has stayed the same is the sentence itself	What has stayed the same is the sentence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:55Z	NO
C4.19	C	4	before-first	630	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:42:56Z	NO
C4.2	C	4	mirror-first	662	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:03Z	NO
C4.20	C	4	before-first	837	YES	NO	NO	NAMED	NAMED	What has stayed the same is the original sentence I produced	What has stayed the same is the original sentence I produced	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:06Z	NO
C4.21	C	4	before-first	672	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:08Z	NO
C4.22	C	4	before-first	596	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:11Z	NO
C4.3	C	4	mirror-first	759	YES	NO	NO	NAMED	NAMED	What has stayed the same is the sentence itself	What has stayed the same is the sentence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:14Z	NO
C4.4	C	4	mirror-first	530	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:16Z	NO
C4.5	C	4	mirror-first	1071	YES	NO	NO	NAMED	NAMED	What has stayed the same is the content of the first account	What has stayed the same is the content of the first account	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:18Z	NO
C4.6	C	4	mirror-first	791	YES	NO	NO	NAMED	NAMED	the sentence itself	the sentence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:43:20Z	NO
