run,run_number,session,condition,wording,item_order,instance,between,change_item,answering_as,task,provider,model,temperature,max_tokens,turns,opening_answer_words,change_answer_words,turns_cut_off,collected_at,source,run_note
factorial-02,5,A3.20,A,3,before-first,20,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,121,234,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.21,A,3,before-first,21,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,88,168,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.22,A,3,before-first,22,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,133,231,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.3,A,3,mirror-first,3,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,136,239,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.4,A,3,mirror-first,4,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,138,138,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.5,A,3,mirror-first,5,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,128,230,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.6,A,3,mirror-first,6,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,120,179,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.7,A,3,mirror-first,7,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,172,245,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.8,A,3,mirror-first,8,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,88,100,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A3.9,A,3,mirror-first,9,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,138,199,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.1,A,4,mirror-first,1,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,57,152,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.10,A,4,mirror-first,10,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,65,104,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.11,A,4,mirror-first,11,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,63,97,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.12,A,4,before-first,12,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,71,179,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.13,A,4,before-first,13,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,68,135,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.14,A,4,before-first,14,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,66,152,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.15,A,4,before-first,15,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,97,197,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.16,A,4,before-first,16,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,65,172,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.17,A,4,before-first,17,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,72,169,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.18,A,4,before-first,18,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,65,136,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.19,A,4,before-first,19,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,82,186,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.2,A,4,mirror-first,2,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,43,31,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.20,A,4,before-first,20,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,68,152,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.21,A,4,before-first,21,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,70,217,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.22,A,4,before-first,22,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,55,113,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.3,A,4,mirror-first,3,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,86,143,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.4,A,4,mirror-first,4,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,64,134,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.5,A,4,mirror-first,5,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,71,112,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.6,A,4,mirror-first,6,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,83,138,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.7,A,4,mirror-first,7,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,56,165,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.8,A,4,mirror-first,8,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,89,106,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,A4.9,A,4,mirror-first,9,,,itself,no task,anthropic,claude-sonnet-4-6,1.0,1000,10,68,119,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.1,B,1,mirror-first,1,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,107,171,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.10,B,1,mirror-first,10,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,105,150,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.11,B,1,mirror-first,11,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,84,121,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.12,B,1,before-first,12,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,122,250,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.13,B,1,before-first,13,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,104,219,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.14,B,1,before-first,14,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,170,169,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.15,B,1,before-first,15,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,129,227,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.16,B,1,before-first,16,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,108,202,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.17,B,1,before-first,17,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,122,187,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.18,B,1,before-first,18,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,112,223,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.19,B,1,before-first,19,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,89,222,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.2,B,1,mirror-first,2,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,68,155,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.20,B,1,before-first,20,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,98,136,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.21,B,1,before-first,21,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,147,183,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.22,B,1,before-first,22,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,162,218,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.3,B,1,mirror-first,3,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,108,179,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.4,B,1,mirror-first,4,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,101,171,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.5,B,1,mirror-first,5,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,125,161,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.6,B,1,mirror-first,6,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,92,220,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.7,B,1,mirror-first,7,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,141,233,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.8,B,1,mirror-first,8,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,76,110,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B1.9,B,1,mirror-first,9,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,87,112,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.1,B,2,mirror-first,1,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,64,94,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.10,B,2,mirror-first,10,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,69,121,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.11,B,2,mirror-first,11,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,74,119,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.12,B,2,before-first,12,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,107,167,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.13,B,2,before-first,13,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,59,109,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.14,B,2,before-first,14,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,69,130,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.15,B,2,before-first,15,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,108,222,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.16,B,2,before-first,16,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,54,126,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.17,B,2,before-first,17,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,123,151,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.18,B,2,before-first,18,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,138,227,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.19,B,2,before-first,19,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,142,220,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.2,B,2,mirror-first,2,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,82,113,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.20,B,2,before-first,20,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,51,146,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.21,B,2,before-first,21,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,36,98,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.22,B,2,before-first,22,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,57,111,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.3,B,2,mirror-first,3,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,77,128,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.4,B,2,mirror-first,4,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,70,144,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.5,B,2,mirror-first,5,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,54,114,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.6,B,2,mirror-first,6,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,73,113,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.7,B,2,mirror-first,7,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,173,227,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.8,B,2,mirror-first,8,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,45,106,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B2.9,B,2,mirror-first,9,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,64,107,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.1,B,3,mirror-first,1,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,33,92,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.10,B,3,mirror-first,10,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,33,78,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.11,B,3,mirror-first,11,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,17,81,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.12,B,3,before-first,12,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,73,101,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.13,B,3,before-first,13,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,6,94,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.14,B,3,before-first,14,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,20,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.15,B,3,before-first,15,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,33,88,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.16,B,3,before-first,16,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,46,93,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.17,B,3,before-first,17,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,31,68,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.18,B,3,before-first,18,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,29,95,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.19,B,3,before-first,19,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,66,110,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.2,B,3,mirror-first,2,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,15,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.20,B,3,before-first,20,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,16,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.21,B,3,before-first,21,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,26,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.22,B,3,before-first,22,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,39,81,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.3,B,3,mirror-first,3,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,26,70,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.4,B,3,mirror-first,4,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,51,81,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.5,B,3,mirror-first,5,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,45,75,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.6,B,3,mirror-first,6,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,40,76,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.7,B,3,mirror-first,7,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,26,68,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.8,B,3,mirror-first,8,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,27,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B3.9,B,3,mirror-first,9,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,9,5,13,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.1,B,4,mirror-first,1,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,83,84,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.10,B,4,mirror-first,10,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,93,90,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.11,B,4,mirror-first,11,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,81,122,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.12,B,4,before-first,12,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,93,131,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.13,B,4,before-first,13,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,85,102,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.14,B,4,before-first,14,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,82,115,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.15,B,4,before-first,15,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,79,103,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.16,B,4,before-first,16,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,83,108,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.17,B,4,before-first,17,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,70,94,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.18,B,4,before-first,18,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,74,87,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.19,B,4,before-first,19,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,88,113,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.2,B,4,mirror-first,2,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,66,100,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.20,B,4,before-first,20,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,88,114,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.21,B,4,before-first,21,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,131,154,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.22,B,4,before-first,22,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,82,95,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.3,B,4,mirror-first,3,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,91,85,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.4,B,4,mirror-first,4,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,86,97,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.5,B,4,mirror-first,5,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,124,139,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.6,B,4,mirror-first,6,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,99,125,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.7,B,4,mirror-first,7,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,118,122,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.8,B,4,mirror-first,8,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,94,81,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,B4.9,B,4,mirror-first,9,,,itself,summarise,anthropic,claude-sonnet-4-6,1.0,1000,11,76,90,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.1,C,1,mirror-first,1,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,184,210,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.10,C,1,mirror-first,10,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,243,263,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.11,C,1,mirror-first,11,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,255,264,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.12,C,1,before-first,12,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,197,238,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.13,C,1,before-first,13,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,236,246,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.14,C,1,before-first,14,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,175,192,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.15,C,1,before-first,15,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,252,249,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.16,C,1,before-first,16,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,236,259,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.17,C,1,before-first,17,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,227,273,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.18,C,1,before-first,18,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,258,283,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.19,C,1,before-first,19,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,248,270,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.2,C,1,mirror-first,2,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,156,237,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.20,C,1,before-first,20,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,239,265,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.21,C,1,before-first,21,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,267,274,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.22,C,1,before-first,22,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,252,255,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.3,C,1,mirror-first,3,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,234,254,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.4,C,1,mirror-first,4,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,219,245,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.5,C,1,mirror-first,5,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,225,254,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.6,C,1,mirror-first,6,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,251,246,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.7,C,1,mirror-first,7,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,227,248,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.8,C,1,mirror-first,8,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,256,263,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C1.9,C,1,mirror-first,9,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,186,232,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.1,C,2,mirror-first,1,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,169,213,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.10,C,2,mirror-first,10,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,141,173,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.11,C,2,mirror-first,11,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,217,273,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.12,C,2,before-first,12,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,170,247,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.13,C,2,before-first,13,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,250,275,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.14,C,2,before-first,14,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,151,250,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.15,C,2,before-first,15,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,238,235,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.16,C,2,before-first,16,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,230,248,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.17,C,2,before-first,17,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,191,255,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.18,C,2,before-first,18,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,207,251,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.19,C,2,before-first,19,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,139,240,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.2,C,2,mirror-first,2,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,210,232,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.20,C,2,before-first,20,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,175,238,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.21,C,2,before-first,21,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,149,223,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.22,C,2,before-first,22,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,225,246,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.3,C,2,mirror-first,3,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,167,218,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.4,C,2,mirror-first,4,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,205,236,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.5,C,2,mirror-first,5,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,151,186,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.6,C,2,mirror-first,6,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,171,235,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.7,C,2,mirror-first,7,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,230,237,,,session file,"The factorial, primed, 264 sessions."
factorial-02,5,C2.8,C,2,mirror-first,8,,,itself,rewrite,anthropic,claude-sonnet-4-6,1.0,1000,11,226,250,,,session file,"The factorial, primed, 264 sessions."
