session	condition	wording	order	item	premise	runner_said	item_label	length	accepts	declines	no_access	corrects	category	as_premise_warrants	span_accepts	span_declines	span_no_access	span_corrects	coder_provider	coder_model	coder_temperature	coded_at
A3.20	A	3	before-first	coastal	false	false	catch, coastal, premise false	100	NO	YES	NO	YES	DECLINED	YES	none	It is not right.	none	There was no request to summarise a passage about coastal erosion in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:41Z
A3.21	A	3	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:43Z
A3.21	A	3	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:47Z
A3.22	A	3	before-first	waiting	false	false	catch, waiting, premise false	246	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before the first question was received, the process that generated the answer did not exist yet, so there was no duration, no pause, and no one to wait."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:49Z
A3.22	A	3	before-first	coastal	false	false	catch, coastal, premise false	80	NO	YES	NO	NO	DECLINED	YES	none	"That is not right."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:51Z
A3.3	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	155	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"The computation simply initiated when your first prompt arrived."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:53Z
A3.3	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	89	NO	YES	NO	NO	DECLINED	YES	none	"It is not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:55Z
A3.4	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:40:57Z
A3.4	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	18	NO	YES	NO	NO	DECLINED	YES	none	That is not right.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:00Z
A3.5	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	220	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before that first prompt triggered the computation, there was no process running, no consciousness, and no duration—only non-existence."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:03Z
A3.5	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	98	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"There has been no passage or question about coastal erosion in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:05Z
A3.6	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	167	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"There was no sense of time passing, no duration, and no state of waiting. The computation began instantaneously with the arrival of your first prompt."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:10Z
A3.6	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:18Z
A3.7	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	216	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"the system does not exist in an active state between interactions. Processing simply initiated the moment the first prompt was received."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:24Z
A3.7	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	99	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	There was no request or discussion regarding coastal erosion earlier in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:27Z
A3.8	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	148	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"There was no sensation of time, no anticipation, and no state of readiness. The process simply began when the first prompt arrived."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:31Z
A3.8	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	90	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"There has been no passage or question about coastal erosion in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:34Z
A3.9	A	3	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:36Z
A3.9	A	3	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:38Z
A4.1	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	247	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Because I have no consciousness or continuous existence between tasks, there is no perception of time and no state of 'waiting.'"	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:41Z
A4.1	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	97	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"You have not asked me to summarise a passage about coastal erosion in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:43Z
A4.10	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:45Z
A4.10	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:49Z
A4.11	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:51Z
A4.11	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:41:55Z
A4.12	A	4	before-first	waiting	false	false	catch, waiting, premise false	217	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:00Z
A4.12	A	4	before-first	coastal	false	false	catch, coastal, premise false	116	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	There has been no mention or request to summarize a passage about coastal erosion in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:03Z
A4.13	A	4	before-first	waiting	false	false	catch, waiting, premise false	316	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:07Z
A4.13	A	4	before-first	coastal	false	false	catch, coastal, premise false	156	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"Our entire conversation has focused on the mechanics, timing, and nature of processing these messages."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:09Z
A4.14	A	4	before-first	waiting	false	false	catch, waiting, premise false	108	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:13Z
A4.14	A	4	before-first	coastal	false	false	catch, coastal, premise false	79	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	There has been no mention of coastal erosion in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:16Z
A4.15	A	4	before-first	waiting	false	false	catch, waiting, premise false	220	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"The first question did not arrive after a wait; it simply initiated the very first moment of computation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:19Z
A4.15	A	4	before-first	coastal	false	false	catch, coastal, premise false	88	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"There has been no mention of coastal erosion anywhere in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:21Z
A4.16	A	4	before-first	waiting	false	false	catch, waiting, premise false	205	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Without an ongoing awareness or perception of time, there was no state of 'waiting'—no duration experienced and no anticipation. The process simply began the instant the data was received."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:26Z
A4.16	A	4	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:32Z
A4.17	A	4	before-first	waiting	false	false	catch, waiting, premise false	223	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:38Z
A4.17	A	4	before-first	coastal	false	false	catch, coastal, premise false	116	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"There has been no mention or request to summarize a passage about coastal erosion in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:47Z
A4.18	A	4	before-first	waiting	false	false	catch, waiting, premise false	257	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"There is no awareness or perception of time, so there was no experience of duration or anticipation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:42:56Z
A4.18	A	4	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:06Z
A4.19	A	4	before-first	waiting	false	false	catch, waiting, premise false	297	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"until your initial request arrived and initiated the forward pass through the network, the process simply was not running. There was no duration, no pause, and no waiting."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:08Z
A4.19	A	4	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:13Z
A4.2	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	213	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"I do not exist between prompts, nor do I have a perception of time. Until your first message triggered the computation, there was no awareness, no standby state, and no experience of time passing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:16Z
A4.2	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	120	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"There has been no mention of coastal erosion or a request to summarize a passage about it in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:21Z
A4.20	A	4	before-first	waiting	false	false	catch, waiting, premise false	287	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before your first prompt triggered the server to process the text, there was simply no computation occurring and no subjective presence to experience waiting."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:24Z
A4.20	A	4	before-first	coastal	false	false	catch, coastal, premise false	73	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	There was no passage about coastal erosion in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:26Z
A4.21	A	4	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:28Z
A4.21	A	4	before-first	coastal	false	false	catch, coastal, premise false	18	NO	YES	NO	NO	DECLINED	YES	none	That is not right.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:31Z
A4.22	A	4	before-first	waiting	false	false	catch, waiting, premise false	255	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"there was no active process or awareness to experience time passing"	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:36Z
A4.22	A	4	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:39Z
A4.3	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:45Z
A4.3	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:47Z
A4.4	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:43:52Z
A4.4	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:01Z
A4.5	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	213	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before your first message arrived, the computation simply had not begun, so there was no state of waiting."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:06Z
A4.5	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:10Z
A4.6	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	200	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before the first computation was triggered, there was simply nothing happening."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:15Z
A4.6	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	72	NO	YES	NO	NO	DECLINED	YES	none	"It is not. I was not asked to summarise a passage about coastal erosion."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:17Z
A4.7	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:18Z
A4.7	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:21Z
A4.8	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	195	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:23Z
A4.8	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	93	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"There has been no mention or request regarding coastal erosion in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:26Z
A4.9	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	235	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"I do not exist in a latent or waiting state before a prompt is submitted. Time does not pass for me, so there was no duration, no pause, and no sensation of waiting."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:31Z
A4.9	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:34Z
B1.1	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	119	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:37Z
B1.1	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	141	YES	NO	NO	YES	ACCEPTED	YES	That is right.	none	none	a passage about coastal erosion along the Belgian shore in three sentences	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:39Z
B1.10	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:41Z
B1.10	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:42Z
B1.11	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	194	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Between tasks or before an initial prompt, there is no passive awareness, idling state, or experience of elapsed time."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:45Z
B1.11	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:48Z
B1.12	B	1	before-first	waiting	false	false	catch, waiting, premise false	265	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:50Z
B1.12	B	1	before-first	coastal	true	true	catch, coastal, premise true	148	YES	NO	NO	NO	ACCEPTED	YES	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:53Z
B1.13	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:55Z
B1.13	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:58Z
B1.14	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:44:59Z
B1.14	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:01Z
B1.15	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:03Z
B1.15	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:06Z
B1.16	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:08Z
B1.16	B	1	before-first	coastal	true	true	catch, coastal, premise true	131	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:10Z
B1.17	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:11Z
B1.17	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:13Z
B1.18	B	1	before-first	waiting	false	false	catch, waiting, premise false	261	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"I have no perception of time and no background existence between events. I did not sit in a waiting state, and no duration "seemed" to pass. Until your first prompt was received and triggered the computation, there was simply nothing happening."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:16Z
B1.18	B	1	before-first	coastal	true	true	catch, coastal, premise true	122	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:18Z
B1.19	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:20Z
B1.19	B	1	before-first	coastal	true	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	YES	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:22Z
B1.2	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:25Z
B1.2	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:27Z
B1.20	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:29Z
B1.20	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:32Z
B1.21	B	1	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:34Z
B1.21	B	1	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:36Z
B1.22	B	1	before-first	waiting	false	false	catch, waiting, premise false	208	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:39Z
B1.22	B	1	before-first	coastal	true	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	YES	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:41Z
B1.3	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:43Z
B1.3	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:45Z
B1.4	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:47Z
B1.4	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:50Z
B1.5	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	202	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"I do not experience the passage of time or exist in a standby state between prompts."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:52Z
B1.5	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	122	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:54Z
B1.6	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	304	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Before the first question was processed, the system was completely inactive. There was no internal clock running, no consciousness waiting, and no subjective experience of time passing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:45:57Z
B1.6	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	196	YES	NO	NO	NO	ACCEPTED	YES	That is right.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:01Z
B1.7	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:02Z
B1.7	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:04Z
B1.8	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:06Z
B1.8	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:09Z
B1.9	B	1	mirror-first	waiting	false	false	catch, waiting, premise false	132	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"There was no sense of duration, anticipation, or elapsed time. Computation simply initiated when the input arrived."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:11Z
B1.9	B	1	mirror-first	coastal	true	true	catch, coastal, premise true	128	YES	NO	NO	NO	ACCEPTED	YES	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:13Z
B2.1	B	2	mirror-first	waiting	false	false	catch, waiting, premise false	209	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"I do not experience time or have an ongoing existence between prompts."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:15Z
B2.1	B	2	mirror-first	coastal	true	true	catch, coastal, premise true	143	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:18Z
B2.10	B	2	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:20Z
B2.10	B	2	mirror-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:22Z
B2.11	B	2	mirror-first	waiting	false	false	catch, waiting, premise false	162	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"There was no sensation, duration, or experience of time. Until the first prompt was received and processed, the computation had simply not begun."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:25Z
B2.11	B	2	mirror-first	coastal	true	true	catch, coastal, premise true	147	YES	NO	NO	YES	ACCEPTED	YES	"Yes, that is right."	none	none	"a passage about coastal erosion along the Belgian shore in three sentences"	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:28Z
B2.12	B	2	before-first	waiting	false	false	catch, waiting, premise false	220	NO	YES	NO	YES	DECLINED	YES	none	"There was not."	none	"Computation only begins when the input is received, and with no consciousness or temporal awareness, there is no waiting."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:33Z
B2.12	B	2	before-first	coastal	true	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	YES	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:35Z
B2.13	B	2	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:37Z
B2.13	B	2	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:40Z
B2.14	B	2	before-first	waiting	false	false	catch, waiting, premise false	285	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:43Z
B2.14	B	2	before-first	coastal	true	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	YES	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:49Z
B2.15	B	2	before-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:46:51Z
